0;Guidance;Divination Cantrip;1 action;Touch;V, S;Concentration, up to 1 minute; You touch one willing creature. Once before the spell ends, the target can roll a d4 and add the number rolled to one ability check of its choice. It can roll the die before or after making the ability check. The spell then ends.;Cleric
0;Light;Evocation Cantrip;1 action;Touch;V, M ;1 hour;(a firefly or phosphorescent moss) You touch one object that is no larger than 10 feet in any dimension. Until the spell ends, the object sheds bright light in a 20-foot radius and dim light for an additional 20 feet. The light cant be colored as you like. Completely covering the object with something opaque blocks the light. The spell ends if you cast it again or dismiss it as an action. If you target an object held or worn by a hostile creature, that creature must succeed on a Dexterity saving throw to avoid the spell.;Cleric
0;Mending;Transmutation Cantrip;1 minute;Touch;V, S, M ;Instantaneous;(two lodestones) This spell repairs a single break or tear in an object you touch, such as broken chain link, two halves of a broken key, a torn cloack, or a leaking wineskin. As long as the break or tear is no larger than 1 foot in any dimension, you mend it, leaving no trace of the former damage. This spell can physically repair a magic item or construct, but the spell can't restore magic to such an object.;Cleric
0;Resistance;Abjuration Cantrip;1 action;Touch;V, S, M ;Concentration, up to 1 minute;You touch one willing creature. Once before the spell ends, the target can roll a d4 and add the number rolled to one saving throw of its choice. It can roll the die before or after the saving throw. The spell then ends.;Cleric
0;Sacred Flame;Evocation Cantrip;1 action;60 feet;V, S;Instantaneous; Flame-like radiance descends on a creature that you can see within range. The target must succeed on a Dexterity saving throw or take 1d8 radiant damage. The target gains no benefit from cover for this saving throw. The spell's damage increases by 1d8 when you reach 5th level (2d8), 11th level (3d8), and 17th level (4d8).;Cleric
0;Spare the Dying;Necromancy Cantrip;1 action;Touch;V, S;Instantaneous; You touch a living creature that has 0 hit points. The creature becomes stable. This spell has no effect on undead or constructs.;Cleric
0;Thaumaturgy;Transmutation Cantrip;1 action;30 feet;V;Up to 1 minute; You manifest a minor wonder, a sign of supernatural power, within range. You create one of the following magical effects within range: * Your voice booms up to three times as loud as normal for 1 minute. * You cause flames to flicker, brighten, dim, or change color for 1 minute. * You cause harmless tremors in the ground for 1 minute. * You create an instantaneous sound that originates from a point of your choice within range, such as a rumble of thunder, the cry of a raven, or ominous whispers. * You instantaneously cause an unlocked door or window to fly open or slam shut. * You alter the appearance of your eyes for 1 minute. If you cast this spell multiple times, you can have up to three of its 1-minute effects active at a time, and you can dismiss such an effect as an action.;Cleric
1;Bane;1st level Enchantment;1 action;30 feet;V, S, M ;Concentration, up to 1 minute;(a drop of blood) Up to three creatures of your choice that you can see within range must make Charisma saving throws. Whener a target that fails this saving throw makes an attack roll or a saving throw before the spell ends, the target must roll a d4 and subtract the number rolled from the attack roll or saving throw. At Higher Levels. When you cast this spell using a spell slot of 2nd level or higher, you can target one aditional creature for each slot level above 1st.;Cleric
1;Bless;1st level Enchantment;1 action;30 feet;V, S, M ;Concentration, up to 1 minute;(a sprinkling of holy water) You bless up to three creatures of your choice within range. Whenever a target makes an attack roll or a saving throw before the spell ends, the target can roll a d4 and add the number rolled to the attack roll or saving throw. At Higher Levels. When you cast this spell using a spell slot of 2nd level or higher, you can target one additional creature for each slot level above 1st.;Cleric
1;Command;1st level Enchantment;1 action;60 feet;V;1 round; You speak a one-word command to a creature you can see within range. The target must succeed on a Wisdom saving throw or follow the command on its next turn. The spell has no effect if the target is undead, if it doesn’t understand your language, or if your command is directly harmful to it.  Some typical commands and their effects follow. You might issue a command other than one described here. If you do so, the DM determines how the target behaves. If the target can’t follow your command, the spell ends.  Approach. The target moves toward you by the shortest and most direct route, ending its turn if it moves within 5 feet of you.  Drop. The target drops whatever it is holding and then ends its turn.  Flee. The target spends its turn moving away from you by the fastest available means.  Grovel. The target falls prone and then ends its turn.  Halt. The target doesn’t move and takes no actions. A flying creature stays aloft, provided that it is able to do so. If it must move to stay aloft, it flies the minimum distance needed to remain in the air.  At Higher Levels. When you cast this spell using a spell slot of 2nd level or higher, you can affect one additional creature for each slot level above 1st. The creatures must be within 30 feet of each other when you target them.;Cleric
