1;Тревога (Ритуал);1 круг ограждение;1 минута;30 футов;В, С, М ;8 часов;(маленький колокольчик и кусочек тонкой серебряной проволоки) Вы устанавливаете сигнализацию, которая предупреждает о нежеланном вторжении. Выберите дверь, окно или область, которая умещается в куб со стороной 20 футов. До тех пор, пока действует заклинание, сигнализация срабатывает всякий раз, когда существо Крошечного размера или крупнее, касается или входит в зону действия заклинания. Произнося заклинание, вы можете определить существ, которые не будут активировать сигнал тревоги. Вы также можете определить тип сигнала: ментальный или звуковой.   Ментальный сигнал раздается в вашей голове, если вы находитесь в пределах 1 мили от зоны действия заклинания. Сигнал будит вас, если вы спите.   Звуковой сигнал представляет собой звук колокольчика, который раздается в радиусе 60 футов в течение 10 секунд.;Следопыт
1;Дружба с животными;1 круг очарование;1 действие;30 футов;В, С, М;24 часа;(кусочек пищи) Заклинание позволяет убедить животное, что вы не причините ему вреда. Выберите существо, которое вы можете видеть в пределах дальности заклинания. Если Интеллект животного 4 или выше, заклинание не срабатывает. В противном случае, существо должно сделать успешный спасбросок по Мудрости, или будет очаровано на время действия заклинания. Если вы или один из ваших компаньонов нанесут вред цели, то заклинание заканчивается.   На более высоких кругах. Если вы произносите заклинание, используя ячейку 2 круга или выше, то вы можете воздействовать на одно дополнительное животное за каждый круг выше первого.;Следопыт
1;Исцеление ран;1 круг проявление;1 действие;Касание;В, С;Мгновенно; Существо, которого вы касаетесь, восстанавливает ОЗ, равное 1d8 + ваш модификатор параметра заклинаний. Это заклинание не действует на нежить и големов. На более высоких кругах. Если вы произносите заклинание, используя ячейку 2 круга или выше, то объем исцеления увеличивается на 1d8 за каждый круг выше первого.;Следопыт
1;Обнаружение магии(Ритуал);1 круг прорицание;1 действие;заклинатель;В, С;Концентрация, до 10 минут; Пока действует заклинание, вы чувствуете наличие магии в 30 футах вокруг вас. Если вы чувствуете магию таким образом, то в качестве действия вы можете увидеть ауры всех существ и предметов в области, наделенных магией, вы также узнаете школу магии, если она есть. Заклинание проходит через большинство препятствий, но его останавливает камень толщиной 1 фут, металл толщиной 1 дюйм, тонкий слой свинца, дерево или земля толщиной 3 фута.;Следопыт
1;Обнаружение яда и болезней;1 круг прорицание;1 действие;заклинатель;В, С, M ;Концентрация, до 10 минут;(лист тиса) Пока действует заклинание, вы чувствуете наличие и местоположение ядов, ядовитых существ и болезней в пределах 30 футов вокруг вас. Вы также узнаете тип каждого яда, ядовитого существа и болезни. Заклинание проходит через большинство препятствий, но его останавливает камень толщиной 1 фут, металл толщиной 1 дюйм, тонкий слой свинца, дерево или земля толщиной 3 фута.;Следопыт
1;Опутывающий удар;1 круг призыв;1 бонусное действие;Заклинатель;В;Концентрация, до 1 минуты; Пока действует это заклинание, ваше следующее попадание оружием, сопровождается появлением множества колючих лоз в месте удара. Цель должна сделать удачный спасбросок по Силе или будет обездвижена до тех пор, пока действует заклинание. Существа крупнее Среднего размера, получают преимущество на этот спасбросок. В случае успешного спасброска лозы засыхают.   Будучи опутаным, цель получает 1d6 колющего урона в начале каждого своего хода. Цель или другое существо, которое может его коснуться, может потратить действие, чтобы освободить существо. Для этого необходимо сделать успешную проверку Силы против вашего КС заклинаний.   На более высоких кругах. Если вы произносите заклинание, используя ячейку 2 круга или выше, то урон увеличивается на 1d6 за каждый круг выше первого.;Следопыт
1;Облако тумана;1 круг призыв;1 действие;120 футов;В, С;Концентрация, до 1 часа; В указанной вами точке в пределах дальности заклинания возникает сфера тумана радиусом 20 футов. Туман огибает углы, а его область считается сильно затемненной. Туман существует до тех пор, пока действует заклинание, или пока умеренный ветер (не менее 10 миль в час) не развеет его.   На более высоких кругах. Если вы произносите заклинание, используя ячейку 2 круга или выше, то радиус тумана растет на 20 футов каждый круг выше первого.;Следопыт
1;Добряника;1 круг преобразование;1 действие;Касание;В, С, M ;Мгновенно;(веточка омелы) В вашей руке появляется до десяти ягод, наделенных магией. Любое сущесво может съесть ягоду в качестве действия. Ягода восстанавливает 1 ОЗ и равна дневному запасу еды для 1 существа.   Ягоды теряют свою силу, если их не съели в течение 24 часов после произнесения заклинания.;Следопыт
1;Шквал шипов;1 круг призыв;1 бонусное действие;Заклинатель;В;Концентрация, до 1 минуты; Пока действует заклинание, ваше следующее попадание атакой дальнего боя вызывает град шипов, которые вылетают из метательного оружия или боеприпаса. Помимо обычного урона атаки, цель и все существа в радиусе 5 футов вокруг нее должны сделать спасбросок по Ловкости. При провале они получают 1d10 урона, а при успехе половину этого урона.   На более высоких кругах. Если вы произносите заклинание, используя ячейку 2 круга или выше, то урон увеличивается на 1d10 за каждый круг выше первого (но не более 6d10).;Следопыт
1;Метка охотника;1 круг прорицание;1 бонусное действие;90 футов;В;Концентрация, до 1 часа; Вы выбираете существо, которое можете видеть в пределах дальности заклинания, и помечаете его в качестве своей добычи. Пока действует заклинание, вы наносите 1d6 дополнительного урона всякий раз, когда попадаете по цели оружием. Вы также получаете преимущество на проверки Мудрости (Восприятие) или Мудрости (Выживание), чтобы найти цель. Если ОЗ цели падают до 0 до того, как заклинание закончится, то в следующих ход вы можете поместить метку на новое существо в качестве дополнительного действия.   На более высоких кругах. Если вы произносите заклинание, используя ячейку 3 или 4 круга, то вы можете поддерживать концентрацию на заклинании до 8 часов. Если используете ячейку 5 круга или выше - до 24 часов.;Следопыт
1;Прыжок;1 круг преобразование;1 действие;касание;В, С, M ;1 минута;(задняя ножка кузнечика) Вы касаетесь существа. Пока действует заклинание, его дальность прыжка увеличивается втрое.;Следопыт
1;Скороход;1 круг преобразование;1 действие;Касание;В, С, М ;1 час;(щепотка земли) Вы касаетесь существа и его скорость увеличивается на 10 футов, пока действует заклинание.   На более высоких кругах. Если вы произносите заклинание, используя ячейку 2 круга или выше, то можете использовать это заклинание на одно дополнительное существо за каждый круг выше первого.;Следопыт
1;Общение с животными (Ритуал);1 круг прорицание;1 действие;Заклинатель;В, С;10 минут; Пока действует заклинание, вы получаете способность понимать и вербально общаться с животными. Разум и сознание большинства животных ограничивается их Интеллектом, но как минимум, они могут сообщить вам информацию о близлежащих областях и монстрах, а также то, что они видели в течение последнего дня. По усмотрению МП вы можете убедить животное выполнить для вас небольшое поручение.;Следопыт
2;Животное-посланник (Ритуал);2 круг очарование;1 действие;30 футов;В, С, М ;24 часа;(кусочек пищи) Благодаря этому заклинанию вы можете использовать животное, чтобы доставить послание. Выберите крошечное животное, которое видите в пределах дальности заклинания, например белку, сойку или летучую мышь. Укажите место назначения, в котором вы должны были побывать, и получателя, который походит под общее описание, например: мужчина или женщина в униформе городской стражи или рыжий дворф в остроконечной шляпе. Затем скажите послание, которое не превышает 25 слов. Пока действует заклинание, животное будет  двигаться в назаченное место. Летающие животные пролетают пример 50 миль за 24 часа, а наземные пробегают 25 миль.   Когда посланник прибывает на место, он передает послание назначенному существу, воспроизводя ваш голос. Посланник сообщит послание только тому существу, чье описание вы дали ему. Если посланник не успевает добраться до назначенного места за время действия заклинания, то сообщение теряется, а животное пытается вернуться туда, где вы произнесли заклинание.   На более высоких кругах. Если вы произносите заклинание, используя ячейку 3 круга или выше, то длительность заклинания увеличивается на 48 часов за каждый круг выше второго.;Следопыт
2;Дубовая кожа;2 круг преобразование;1 действие;Касание;В, С, M ;Концентрация, до 1 часа;(горсть дубовой коры) Вы касаетесь согласного существа. Пока заклинание не закончится, кожа цели становится грубой и похожей на кору. КБ существа не может опуститься ниже 16, независимо от одетых на нем доспехов.;Следопыт
2;Звериные чувства (Ритуал);2 круг прорицание;1 действие;Касание;С;Концентрация, до 1 часа; Вы касаетесь согласного животного. В качестве действия вы можете видеть глазами животного и слышать его ушами. Вы можете продолжать это делать, пока не вернетесь к своим нормальным чувствам в качестве действия, или пока время заклинания не истечет.   Воспринимая мир через чувства животного, вы получаете все преимущества от его особых способностей связанных с чувствами, но слепы и глухи к вашему собственному окружению. ;Следопыт
2;Охранные стрелы;2 круг преобразование;1 действие;5 футов;В, С, М ;8 часов;(четыре или больше стрел или болтов) Вы помещаете четыре немагических стрелы или арбалетных болта в землю и накладываете на них магию для защиты территории. Пока действует заклинание, если другое существо оказывается в пределах 30 футов от стрел в первый раз за ход или заканчивает свой ход там, одна стрела взлетает и устремляется навстречу ему. Существо должно сделать спасбросок по Ловкости или получит 1d6 урона. Стрела при этом уничтожается. Заклинание заканчивается, если все стрелы потрачены.   Когда вы произносите заклинание, вы можете выбрать любое количество существ, на которых заклинание не будет реагировать.   На более высоких кругах. Если вы произносите заклинание, используя ячейку 3 круга или выше, то вы можете зачаровать два дополнительных боеприпаса за каждый круг выше второго.;Следопыт
2;Темновидение;2 круг преобразование;1 действие;касание;В, С, M ;8 часов;(щепотка сушеной моркови или агат) Вы касаетесь согласного существа, даруя ему способность видеть в темноте. Пока действует заклинание, существо имеет темновидение в радиусе 60 футов.;Следопыт
2;Обнаружение ловушек;2 круг прорицание;1 действие;120 футов;В, С;Мгновенно; Вы чувствуете наличие любых ловушек, которые находятся в прямой видимости в пределах дальности заклинания. Ловушкой считается любое умышленно созданное устройство или заклинание, создающее внезапный эффект, который вы считаете вредным или нежелательным. Поэтому заклинание почувствует область заклинания тревога, охранные руны, механические ловушки, но не обнаружит прогнивший пол, обрушивающийся потолок или незаметную яму. Это заклинание лишь сообщает, что ловушка есть. Вы не узнаете местоположение каждой ловушки, но в общем узнаете, какую опасность она представляет.;Следопыт
2;Малое восстановление;2 круг ограждение;1 действие;Касание;В, С;Мгновенно; Вы касаетесь существа и можете снять одну болезнь или другое состояние, которое воздействует на него. Это может быть слепота, глухота, паралич или яд.;Следопыт
2;Обнаружение животных и растений (Ритуал);2 круг прорицание;1 действие;Заклинатель;В, С, М ;Мгновенно;(немного меха ищейки) Опишите или назовите определенный вид животного или растения. Концентрируясь на звуках природы вокруг вас, вы узнаете направление и расстояние ближайшего животного или растения этого вида в пределах 5 миль, если таковое имеется.;Следопыт
2;Обнаружение предметов;2 круг прорицание;1 действие;заклинатель;В, С, M ;Концентрация, до 10 минут;(раздвоенная веточка) Опишите или назовите предмет, который вам знаком. Вы чувствуете, в каком направлении он находится, если он в пределах 1000 футов от вас. Если предмет перемещается, то вы узнаете направление движения. Заклинание может обнаружить конкретный предмет, известный вам, если вы видели его вблизи (30 футов) хотя бы раз. Альтернативно, вы можете обнаружить ближайший предмет определенного типа, например определенную одежду, драгоценности, мебель, инструменты или оружие.  Это заклинание не может обнаружить предмет, если слой свинца, даже очень тонкий, блокирует прямой путь между вами и предметом.;Следопыт
